question_id,question,label,source,source_id,domain,difficulty,is_synthetic,quality_score,classification_confidence,split
EMP26_019830,"When in a high-growth venture-backed tech startup, tell me about a pivotal moment in your engineering career where you chose to coaching a highly skilled engineer who exhibits defensive behavior during code reviews to align engineering roadmaps with broader corporate business objectives?",Leadership,SyntheticAugmentation,SYNTH_LEAD_7521,Cybersecurity,Hard,True,0.916,0.918,train
EMP26_019831,For a Principal engineering position: What are the hardware synchronization primitives used in CPU cache coherence protocols like MESI and MOESI under extreme concurrent write workloads to scale efficiently across distributed cluster partitions?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_10384,Frontend Development,Medium,True,0.885,0.968,train
EMP26_019832,"As a Architect Full Stack Development specialist, from a domain architecture standpoint, what tools and strategies do you use for implementing secure direct-to-cloud file uploads utilizing Amazon S3 presigned URLs within a zero-trust multi-cloud infrastructure to maximize throughput and minimize p99 latency?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_2179,Full Stack Development,Medium,True,0.883,0.964,train
EMP26_019833,"When encountering finding the median of two sorted arrays in logarithmic O(log(min(m, n))) time within an analytical data warehouse executing complex aggregation queries, how would you systematically diagnose and resolve it to achieve optimal O(n) or O(log n) computational complexity?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_1230,Embedded Systems,Hard,True,0.891,0.933,train
EMP26_019834,"When when resolving contentious comments on a critical pull request, describe a challenging meeting where you had to persuade skeptical stakeholders on prioritizing technical debt refactoring over urgent user-facing product features to customer support leads handling end-user escalations?",Communication,SyntheticAugmentation,SYNTH_COMM_3596,Software Testing,Medium,True,0.899,0.926,train
EMP26_019835,"As a Senior Embedded Systems specialist, what metrics, telemetry, and debugging techniques do you rely on for preventing priority inversion in FreeRTOS using priority inheritance and ceiling protocols under stringent data compliance and security requirements to guarantee zero downtime and seamless failover?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_9323,Embedded Systems,Hard,True,0.896,0.99,train
EMP26_019836,"When operating under extreme concurrent write workloads, how do modern enterprise database engines implement memory allocation schemes like jemalloc and slab allocators to guarantee data durability and eliminate corruption?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_872,Frontend Development,Medium,True,0.892,0.941,train
EMP26_019837,"As a senior engineer, Explain how you manage state and avoid unnecessary re-renders in Svelte applications.?",Technical Knowledge,CuratedHistoricalQuestions,EMP26_019837,Full Stack Development,Easy,False,0.9,0.8646,test
EMP26_019838,In an advanced troubleshooting interview: How do you identify the underlying bottleneck and permanently fix a distributed lock acquisition timeout causing duplicate background job execution during a multi-region active-active cloud failover event to reduce p99 response times back under fifty milliseconds?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_6836,DevOps,Hard,True,0.896,0.929,train
EMP26_019839,"For a Lead engineering position: From a systems engineering perspective, how does IEEE 754 floating-point rounding modes and precision limits across high-bandwidth, multi-gigabit network interfaces to prevent thread lock contention and scheduler overhead?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_3581,DevOps,Medium,True,0.901,0.974,train
EMP26_019840,For a Junior engineering position: What algorithms and data structures form the backbone of AES-GCM authenticated encryption and TLS 1.3 key exchange when scaling across thousands of parallel worker threads to minimize p99 latency and prevent jitter?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_4710,Cybersecurity,Hard,True,0.932,0.923,train
EMP26_019841,Describe a real-world scenario where you had to lead comparing gradient boosting loss functions and tree regularization in XGBoost vs LightGBM when operating at large scale across distributed nodes to guarantee zero downtime and seamless failover?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_3161,Data Science,Medium,True,0.953,0.939,train
EMP26_019842,Forms as functional components with react?,Role-Specific Skills,StackPulse,53519578,Frontend Development,Easy,False,0.9,0.9437,validation
EMP26_019843,How do high-performance distributed runtimes optimize Multi-Version Concurrency Control (MVCC) snapshot isolation during high-frequency socket connection and disconnection cycles to prevent CPU cache line invalidation and false sharing?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_991,Database Engineering,Hard,True,0.978,0.981,train
EMP26_019844,"As a Staff leader within an enterprise organization with rigid compliance constraints, what strategies do you use as a technical leader to resolving an irreconcilable architectural disagreement between two senior staff engineers to build high trust, psychological safety, and accountability across the team?",Leadership,SyntheticAugmentation,SYNTH_LEAD_670,Machine Learning,Medium,True,0.977,0.944,train
EMP26_019845,What metrics and performance indicators would alert you to an algorithmic bottleneck where query execution scales quadratically O(n^2) within a high-concurrency WebSocket gateway handling 100k clients to achieve optimal O(n) or O(log n) computational complexity?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_11134,DevOps,Medium,True,0.917,0.973,train
EMP26_019846,"As a Lead Backend Development engineer, describe a challenging meeting where you had to persuade skeptical stakeholders on why an urgent feature request must be rescoped to prevent catastrophic platform downtime to founding stakeholders prioritizing rapid time-to-market during an all-hands engineering town hall?",Communication,SyntheticAugmentation,SYNTH_COMM_6374,Backend Development,Medium,True,0.974,0.952,train
EMP26_019847,"How do you maintain high team velocity and morale while establishing objective, bias-free technical evaluation criteria for engineering hiring during a high-stakes multi-region cloud migration to deliver mission-critical software milestones on schedule and within budget?",Leadership,SyntheticAugmentation,SYNTH_LEAD_9663,Full Stack Development,Medium,True,0.959,0.97,train
EMP26_019848,For a Junior engineering position: What are the low-level architectural mechanics of Write-Ahead Logging (WAL) and ARIES crash recovery on multi-core NUMA enterprise server architectures to maximize network bandwidth utilization without buffer bloat?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_123,Database Engineering,Medium,True,0.919,0.946,train
EMP26_019849,How would you optimize the time and space complexity when tasked to a data corruption bug where backward-incompatible Protobuf schema broke deserialization within an analytical data warehouse executing complex aggregation queries to reduce p99 response times back under fifty milliseconds?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_2976,Machine Learning,Hard,True,0.912,0.947,train
EMP26_019850,"When encountering computing the minimum conference rooms required given an unsorted stream of time intervals under sustained peak flash-sale customer traffic, in a live coding and problem-solving interview, how would you solve it to restore service level objectives (SLOs) without customer downtime?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_7493,Embedded Systems,Medium,True,0.971,0.932,train
EMP26_019851,"When operating in resource-constrained or latency-critical deployment scenarios, from a domain architecture standpoint, what tools and strategies do you use for designing temporal cross-validation splitting strategies for time-series forecasting to achieve full end-to-end test coverage and observability?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_2779,Data Science,Medium,True,0.965,0.943,train
EMP26_019852,"When operating within mission-critical transactional ACID database clusters, how does distributed consensus ensure data consistency in compiler Static Single Assignment (SSA) and dead-code elimination to prevent thread lock contention and scheduler overhead?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_9095,DevOps,Hard,True,0.934,0.932,train
EMP26_019853,"When encountering unusually high disk I/O wait times freezing asynchronous event loop processing within a low-latency gRPC inter-service communication mesh, what telemetry, logs, and profiling tools would you inspect to isolate it to achieve optimal O(n) or O(log n) computational complexity?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_1477,Data Science,Hard,True,0.945,0.968,train
EMP26_019854,"For a Staff engineering position: How does distributed consensus ensure data consistency in hash table collision resolution using Robin Hood hashing across high-bandwidth, multi-gigabit network interfaces to ensure strict serializable transaction isolation?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_3209,Frontend Development,Hard,True,0.968,0.948,train
EMP26_019855,"When operating in a fast-paced continuous integration and deployment pipeline, walk me through your step-by-step engineering procedure for implementing declarative GitOps continuous delivery workflows across Kubernetes using ArgoCD to eliminate security vulnerabilities and data leaks?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_4825,DevOps,Hard,True,0.959,0.958,train
EMP26_019856,"In a live coding and problem-solving interview, how would you solve finding the maximum path sum in a binary tree between any two arbitrary nodes under sustained peak flash-sale customer traffic to ensure complete thread-safe concurrency without deadlocks?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_1571,Backend Development,Hard,True,0.919,0.967,train
EMP26_019857,"For a Staff engineering position: How does distributed consensus ensure data consistency in kernel mutexes, futexes, and reader-writer spinlocks under extreme concurrent write workloads to prevent CPU cache line invalidation and false sharing?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_2075,Database Engineering,Hard,True,0.881,0.925,train
EMP26_019858,In an advanced troubleshooting interview: Walk me through your step-by-step troubleshooting methodology for finding all strongly connected components in a directed graph using Tarjan's algorithm during an unexpected third-party API outage and network degradation to achieve optimal O(n) or O(log n) computational complexity?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_9175,Cybersecurity,Hard,True,0.912,0.937,train
EMP26_019859,In an advanced troubleshooting interview: How would you systematically diagnose and resolve finding the maximum path sum in a binary tree between any two arbitrary nodes within a high-volume payment processing distributed pipeline to reduce p99 response times back under fifty milliseconds?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_8081,Software Testing,Hard,True,0.963,0.934,train
EMP26_019860,"Tell me about a time when you took the initiative to coaching a highly skilled engineer who exhibits defensive behavior during code reviews in a fast-paced continuous deployment environment shipping fifty times daily to build high trust, psychological safety, and accountability across the team?",Leadership,SyntheticAugmentation,SYNTH_LEAD_4006,Cloud Engineering,Hard,True,0.94,0.923,train
EMP26_019861,What architectural safeguards and circuit breakers would you implement to prevent a network partition event causing split-brain inconsistency across cluster nodes during a multi-region active-active cloud failover event to achieve optimal O(n) or O(log n) computational complexity?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_10996,Embedded Systems,Hard,True,0.965,0.971,train
EMP26_019862,"When encountering finding the longest increasing subsequence in an array with O(n log n) runtime under sustained peak flash-sale customer traffic, what telemetry, logs, and profiling tools would you inspect to isolate it to automate regression prevention and continuous alerting?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_1341,Backend Development,Medium,True,0.97,0.973,train
EMP26_019863,What strategies do you use as a technical leader to driving consensus on a controversial technology migration from Python to Go or Java to Rust within an enterprise organization with rigid compliance constraints to align engineering roadmaps with broader corporate business objectives?,Leadership,SyntheticAugmentation,SYNTH_LEAD_1434,Cybersecurity,Hard,True,0.967,0.975,train
EMP26_019864,"What metrics, telemetry, and debugging techniques do you rely on for establishing high-value test coverage standards that prioritize critical business domain logic under stringent data compliance and security requirements to guarantee zero downtime and seamless failover?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_8753,Software Testing,Hard,True,0.939,0.924,train
EMP26_019865,In an advanced troubleshooting interview: How would you design an optimal algorithmic approach to solve severe CPU throttling in Docker containers caused by misconfigured CFS quotas within a high-volume payment processing distributed pipeline to automate regression prevention and continuous alerting?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_8410,Software Testing,Medium,True,0.94,0.97,train
EMP26_019866,"As a Lead leader when operating under strict SOC2, HIPAA, and GDPR regulatory audits, give an example of how you successfully managed to establishing on-call rotations, escalation paths, and operational runbooks from scratch to foster cross-functional respect and seamless stakeholder collaboration?",Leadership,SyntheticAugmentation,SYNTH_LEAD_5921,Frontend Development,Medium,True,0.882,0.954,train
EMP26_019867,"When in an engineering organization experiencing rapid hyper-growth and scaling pains, tell me about a time when you took the initiative to taking decisive ownership of an unmaintained, mission-critical legacy microservice to establish a culture of continuous learning and proactive knowledge sharing?",Leadership,SyntheticAugmentation,SYNTH_LEAD_4395,Software Testing,Medium,True,0.893,0.987,train
EMP26_019868,"When encountering a subtle race condition corrupting user financial balances during concurrent updates under sustained peak flash-sale customer traffic, how would you systematically diagnose and resolve it to achieve optimal O(n) or O(log n) computational complexity?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_10895,Cloud Engineering,Hard,True,0.887,0.985,train
EMP26_019869,"When during an enterprise client escalation meeting, describe your strategy to communicate and justify the business cost of unoptimized cloud infrastructure and idle compute clusters to enterprise customer success directors?",Communication,SyntheticAugmentation,SYNTH_COMM_1329,Machine Learning,Hard,True,0.966,0.982,train
EMP26_019870,"As a Junior Data Science engineer, can you share an experience where active listening helped you resolve disagreement over the necessity of establishing strict service level objectives (SLOs) and error budgets to junior developers during their initial onboarding during an architectural design review (RFC) presentation?",Communication,SyntheticAugmentation,SYNTH_COMM_2630,Data Science,Medium,True,0.963,0.937,train
EMP26_019871,"When operating under high-concurrency and strict SLA constraints, from a domain architecture standpoint, what tools and strategies do you use for architecting full stack applications with Next.js App Router, server actions, and PostgreSQL to prevent memory leaks and operational bottlenecks?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_1711,Full Stack Development,Hard,True,0.954,0.977,train
EMP26_019872,"When during a critical Black Friday flash-sale preparation cycle, what core leadership philosophy and principles guide you when taking decisive ownership of an unmaintained, mission-critical legacy microservice to eliminate recurring operational firefighting and technical burnout?",Leadership,SyntheticAugmentation,SYNTH_LEAD_8691,Mobile Development,Hard,True,0.918,0.976,train
EMP26_019873,"As a Lead Cybersecurity engineer, can you share an experience where active listening helped you resolve disagreement over migrating from synchronous REST APIs to event-driven Kafka architectures to non-technical C-level executive leadership when resolving contentious comments on a critical pull request?",Communication,SyntheticAugmentation,SYNTH_COMM_3726,Cybersecurity,Hard,True,0.902,0.92,train
EMP26_019874,"When operating in an enterprise production environment, what are your recommended best practices and architectural patterns for designing distributed idempotency mechanisms to prevent duplicate financial transactions to maximize throughput and minimize p99 latency?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_1210,Backend Development,Medium,True,0.89,0.928,train
EMP26_019875,"As a Architect Frontend Development engineer, describe a challenging meeting where you had to persuade skeptical stakeholders on why postponing critical security dependency updates introduces unacceptable legal risks to non-technical C-level executive leadership when communicating sudden project delay projections?",Communication,SyntheticAugmentation,SYNTH_COMM_2132,Frontend Development,Medium,True,0.891,0.98,train
EMP26_019876,How do you maintain high team velocity and morale while realigning squad deliverables after an abrupt strategic pivot by corporate leadership during a critical Black Friday flash-sale preparation cycle to eliminate recurring operational firefighting and technical burnout?,Leadership,SyntheticAugmentation,SYNTH_LEAD_2567,Mobile Development,Hard,True,0.917,0.935,train
EMP26_019877,How do you foster team psychological safety and ownership when realigning squad deliverables after an abrupt strategic pivot by corporate leadership within an enterprise organization with rigid compliance constraints to deliver mission-critical software milestones on schedule and within budget?,Leadership,SyntheticAugmentation,SYNTH_LEAD_4791,Software Testing,Hard,True,0.921,0.939,train
EMP26_019878,"As a Architect Data Science engineer, how do you communicate unexpected technical roadblocks concerning the long-term maintenance overhead of supporting undocumented, custom legacy endpoints to product managers during sprint planning while negotiating cross-team API contract boundaries?",Communication,SyntheticAugmentation,SYNTH_COMM_505,Data Science,Hard,True,0.888,0.917,train
EMP26_019879,"As a Architect Embedded Systems engineer, describe a challenging meeting where you had to persuade skeptical stakeholders on the business cost of unoptimized cloud infrastructure and idle compute clusters to security compliance auditors and legal counsel during an annual infrastructure budget planning cycle?",Communication,SyntheticAugmentation,SYNTH_COMM_9231,Embedded Systems,Medium,True,0.943,0.97,train
EMP26_019880,How do you approach designing distributed rate limiters using Redis sliding-window logs and token buckets when operating at large scale across distributed nodes to eliminate security vulnerabilities and data leaks?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_1394,Backend Development,Hard,True,0.935,0.933,train
EMP26_019881,"As a Staff leader when managing legacy mission-critical financial software systems, give an example of how you successfully managed to coaching a highly skilled engineer who exhibits defensive behavior during code reviews to empower developers to take full end-to-end ownership of their deliverables?",Leadership,SyntheticAugmentation,SYNTH_LEAD_75,Cloud Engineering,Hard,True,0.884,0.951,train
EMP26_019882,"When during a high-stakes multi-region cloud migration, how do you approach the leadership responsibility of leading the zero-downtime sunsetting and migration of an obsolete transactional database to establish a culture of continuous learning and proactive knowledge sharing?",Leadership,SyntheticAugmentation,SYNTH_LEAD_6453,Cloud Engineering,Hard,True,0.954,0.983,train
EMP26_019883,"When in a high-growth venture-backed tech startup, how have you successfully influenced colleagues without formal authority when advocating for dedicated sprint capacity to pay down high-risk technical debt to align engineering roadmaps with broader corporate business objectives?",Leadership,SyntheticAugmentation,SYNTH_LEAD_5890,Full Stack Development,Hard,True,0.949,0.919,train
EMP26_019884,"As a Principal DevOps specialist, walk me through your step-by-step engineering procedure for designing zero-downtime canary deployment pipelines on Kubernetes using Argo Rollouts under stringent data compliance and security requirements to prevent memory leaks and operational bottlenecks?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_4303,DevOps,Medium,True,0.904,0.93,train
EMP26_019885,Give an example of how you successfully managed to advocating for dedicated sprint capacity to pay down high-risk technical debt in an engineering organization experiencing rapid hyper-growth and scaling pains to deliver mission-critical software milestones on schedule and within budget?,Leadership,SyntheticAugmentation,SYNTH_LEAD_6067,Software Testing,Hard,True,0.897,0.924,train
EMP26_019886,"When operating within mission-critical transactional ACID database clusters, how do modern concurrency primitives coordinate CPU cache coherence protocols like MESI and MOESI to scale efficiently across distributed cluster partitions?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_10844,DevOps,Hard,True,0.929,0.926,train
EMP26_019887,In an advanced troubleshooting interview: Walk me through your step-by-step troubleshooting methodology for intermittent TLS handshake timeouts following an automated certificate rotation in a multi-tenant SaaS application with shared database tables to prevent cascading failovers across upstream dependent systems?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_8649,Data Science,Medium,True,0.977,0.968,train
EMP26_019888,"Walk me through your step-by-step engineering procedure for optimizing power consumption and sleep modes (Deep Sleep, Standby) in battery IoT microcontrollers under stringent data compliance and security requirements to prevent memory leaks and operational bottlenecks?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_9317,Embedded Systems,Medium,True,0.94,0.987,train
EMP26_019889,"As a Junior Cybersecurity engineer, how do you ensure cross-functional alignment when discussing how microservice network latency cascades across dependent upstream service gateways to cross-functional marketing and sales leaders during an enterprise client escalation meeting?",Communication,SyntheticAugmentation,SYNTH_COMM_4126,Cybersecurity,Hard,True,0.96,0.945,train
EMP26_019890,What are your recommended best practices and architectural patterns for neutralizing SQL injection vulnerabilities at the protocol and database driver level when handling large datasets exceeding millions of records to maximize throughput and minimize p99 latency?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_5724,Cybersecurity,Hard,True,0.966,0.97,train
EMP26_019891,For a Mid-level engineering position: How do modern enterprise database engines implement asymmetric elliptic curve cryptography and digital signature verification when processing streaming event logs in real time to eliminate memory fragmentation and stop-the-world pauses?,Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_1995,Cybersecurity,Medium,True,0.968,0.985,train
EMP26_019892,"As a Principal leader when managing legacy mission-critical financial software systems, give an example of how you successfully managed to mentoring an underperforming engineer and turning them into an independent contributor to empower developers to take full end-to-end ownership of their deliverables?",Leadership,SyntheticAugmentation,SYNTH_LEAD_6272,DevOps,Medium,True,0.913,0.962,train
EMP26_019893,"As a Mid-level Mobile Development engineer, tell me about a time you had to explain the architectural necessity of why third-party webhook integrations must implement dead-letter queues and exponential backoff to finance stakeholders auditing cloud infrastructure spend during an enterprise client escalation meeting?",Communication,SyntheticAugmentation,SYNTH_COMM_899,Mobile Development,Medium,True,0.903,0.913,train
EMP26_019894,"How have you successfully influenced colleagues without formal authority when resolving an irreconcilable architectural disagreement between two senior staff engineers when operating under strict SOC2, HIPAA, and GDPR regulatory audits to eliminate recurring operational firefighting and technical burnout?",Leadership,SyntheticAugmentation,SYNTH_LEAD_965,Embedded Systems,Hard,True,0.929,0.967,train
EMP26_019895,Describe a real-world scenario where you had to lead securing sensitive authentication credentials using Android Keystore and iOS Keychain Services in an enterprise production environment to eliminate security vulnerabilities and data leaks?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_7899,Mobile Development,Hard,True,0.957,0.93,train
EMP26_019896,"What is the difference in operational mechanics between kernel mutexes, futexes, and reader-writer spinlocks in containerized Kubernetes microservices with CPU quotas to maximize network bandwidth utilization without buffer bloat?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_10798,Mobile Development,Hard,True,0.89,0.981,train
EMP26_019897,What trade-offs and latency bottlenecks emerge when quantizing deep neural networks from FP32 to INT8/FP8 using TensorRT and post-training quantization under high-concurrency and strict SLA constraints to maximize throughput and minimize p99 latency?,Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_3762,Machine Learning,Hard,True,0.911,0.954,train
EMP26_019898,"When when managing legacy mission-critical financial software systems, how do you approach the leadership responsibility of mentoring an underperforming engineer and turning them into an independent contributor to empower developers to take full end-to-end ownership of their deliverables?",Leadership,SyntheticAugmentation,SYNTH_LEAD_8651,Frontend Development,Medium,True,0.899,0.924,train
EMP26_019899,"When when resolving contentious comments on a critical pull request, how do you write clear, comprehensive RFC documentation covering the necessity of rolling back a high-visibility release due to critical regression risks to cross-functional marketing and sales leaders?",Communication,SyntheticAugmentation,SYNTH_COMM_5600,DevOps,Hard,True,0.964,0.987,train
EMP26_019900,"What computer science principles and invariants govern data structure padding, struct alignment, and false sharing within mission-critical transactional ACID database clusters to maximize network bandwidth utilization without buffer bloat?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_10651,Embedded Systems,Medium,True,0.975,0.921,train
EMP26_019901,"For a Senior engineering position: What happens at the kernel and hardware level during transaction isolation levels: Read Committed, Repeatable Read, Serializable across geographically distributed multi-cloud nodes to prevent CPU cache line invalidation and false sharing?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_7590,Database Engineering,Medium,True,0.975,0.96,train
EMP26_019902,"When during an annual infrastructure budget planning cycle, how do you write clear, comprehensive RFC documentation covering prioritizing technical debt refactoring over urgent user-facing product features to security compliance auditors and legal counsel?",Communication,SyntheticAugmentation,SYNTH_COMM_3738,Data Science,Hard,True,0.966,0.949,train
EMP26_019903,"When operating across high-bandwidth, multi-gigabit network interfaces, what is the difference in operational mechanics between optimistic concurrency control vs two-phase locking (2PL) to achieve deterministic low-latency execution?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_1663,Database Engineering,Hard,True,0.943,0.985,train
EMP26_019904,"As a Architect Database Engineering engineer, how do you ensure cross-functional alignment when discussing why postponing critical security dependency updates introduces unacceptable legal risks to non-technical C-level executive leadership when resolving contentious comments on a critical pull request?",Communication,SyntheticAugmentation,SYNTH_COMM_1633,Database Engineering,Medium,True,0.887,0.922,train
EMP26_019905,Describe how you coached and developed team members through delegating critical architectural responsibilities to empower promising mid-level developers in an engineering organization experiencing rapid hyper-growth and scaling pains to align engineering roadmaps with broader corporate business objectives?,Leadership,SyntheticAugmentation,SYNTH_LEAD_792,Cybersecurity,Hard,True,0.947,0.956,train
EMP26_019906,How would you design an optimal algorithmic approach to solve finding all strongly connected components in a directed graph using Tarjan's algorithm under sustained peak flash-sale customer traffic to automate regression prevention and continuous alerting?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_1282,Machine Learning,Hard,True,0.955,0.945,train
EMP26_019907,"How do modern garbage collection runtimes optimize process memory segment layout: stack, heap, data, and BSS in high-throughput distributed microservice clusters to minimize p99 latency and prevent jitter?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_9557,Embedded Systems,Hard,True,0.938,0.977,train
EMP26_019908,"How do you enforce security, reliability, and automated testing when implementing a thread-safe bare-metal circular ring buffer for asynchronous high-speed UART/SPI in a fast-paced continuous integration and deployment pipeline to maximize throughput and minimize p99 latency?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_9051,Embedded Systems,Hard,True,0.945,0.984,train
EMP26_019909,"As a Architect leader when managing legacy mission-critical financial software systems, tell me about a time when you took the initiative to driving consensus on a controversial technology migration from Python to Go or Java to Rust to align engineering roadmaps with broader corporate business objectives?",Leadership,SyntheticAugmentation,SYNTH_LEAD_4306,Database Engineering,Medium,True,0.931,0.911,train
EMP26_019910,"When across a fully distributed remote squad spanning multiple continents, describe a situation where you demonstrated technical leadership by fostering an engineering culture centered around blameless post-mortems and trust to foster cross-functional respect and seamless stakeholder collaboration?",Leadership,SyntheticAugmentation,SYNTH_LEAD_7854,Cybersecurity,Hard,True,0.907,0.96,train
EMP26_019911,In an advanced troubleshooting interview: How would you design an optimal algorithmic approach to solve intermittent PostgreSQL connection pool saturation during traffic peaks during an unexpected third-party API outage and network degradation to restore service level objectives (SLOs) without customer downtime?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_10839,Backend Development,Hard,True,0.91,0.963,train
EMP26_019912,In an advanced troubleshooting interview: How do you balance immediate incident mitigation with rigorous investigation of finding the longest increasing subsequence in an array with O(n log n) runtime within a high-volume payment processing distributed pipeline to ensure complete thread-safe concurrency without deadlocks?,Problem Solving,SyntheticAugmentation,SYNTH_PROB_8364,Backend Development,Medium,True,0.927,0.938,train
EMP26_019913,"When operating when processing streaming event logs in real time, how do high-performance distributed runtimes optimize Write-Ahead Logging (WAL) and ARIES crash recovery to maintain high availability during sudden node partitions?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_6997,Database Engineering,Hard,True,0.92,0.956,train
EMP26_019914,"How would you reproduce, isolate, and eliminate an elusive bug causing intermittent TLS handshake timeouts following an automated certificate rotation within a high-concurrency WebSocket gateway handling 100k clients to ensure zero data loss and eliminate race condition anomalies?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_6364,DevOps,Medium,True,0.9,0.988,train
EMP26_019915,Tell me about a time you had to deliver unexpected bad news regarding project timelines as a backend engineer when refactoring legacy technical debt under tight sprint constraints.,Communication,PublicBehavioralCorpus,BEH_COMM_287,Full Stack Development,Easy,False,0.85,0.8029,validation
EMP26_019916,"When operating when operating at large scale across distributed nodes, what are your recommended best practices and architectural patterns for quantizing deep neural networks from FP32 to INT8/FP8 using TensorRT and post-training quantization to maximize throughput and minimize p99 latency?",Role-Specific Skills,SyntheticAugmentation,SYNTH_ROLE_3420,Machine Learning,Hard,True,0.914,0.951,train
EMP26_019917,"When operating across high-bandwidth, multi-gigabit network interfaces, how does the underlying operating system handle database cost-based query optimization and index selectivity to achieve deterministic low-latency execution?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_4451,Database Engineering,Medium,True,0.913,0.966,train
EMP26_019918,"How do you identify the underlying bottleneck and permanently fix finding the median of two sorted arrays in logarithmic O(log(min(m, n))) time in an asynchronous event-driven architecture utilizing Apache Kafka to prevent database master node exhaustion and lock contention?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_8432,Cybersecurity,Hard,True,0.938,0.966,train
EMP26_019919,"As a Staff Database Engineering engineer, how would you present a technical proposal concerning the rationale for splitting a legacy monolithic database into domain-bounded services to external third-party API integration partners while conducting a blameless post-mortem meeting?",Communication,SyntheticAugmentation,SYNTH_COMM_5136,Database Engineering,Medium,True,0.972,0.911,train
EMP26_019920,"As a Principal leader during a high-stakes multi-region cloud migration, describe a situation where you demonstrated technical leadership by realigning squad deliverables after an abrupt strategic pivot by corporate leadership to build high trust, psychological safety, and accountability across the team?",Leadership,SyntheticAugmentation,SYNTH_LEAD_5653,Embedded Systems,Hard,True,0.931,0.976,train
EMP26_019921,"When operating during high-frequency socket connection and disconnection cycles, what are the memory and CPU cache implications of column-oriented storage compression and vectorized SIMD execution to prevent CPU cache line invalidation and false sharing?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_8100,Database Engineering,Hard,True,0.884,0.963,train
EMP26_019922,"When encountering a cache stampede where simultaneous expiration of hot keys overwhelmed master databases under sustained peak flash-sale customer traffic, how would you reproduce, isolate, and eliminate an elusive bug causing it to automate regression prevention and continuous alerting?",Problem Solving,SyntheticAugmentation,SYNTH_PROB_2172,Full Stack Development,Hard,True,0.933,0.926,train
EMP26_019923,"How do storage engines prevent data corruption in data structure padding, struct alignment, and false sharing in high-throughput distributed microservice clusters to ensure strict serializable transaction isolation?",Technical Knowledge,SyntheticAugmentation,SYNTH_TECH_7058,Full Stack Development,Hard,True,0.964,0.984,train
